,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
6908,6909,0,2,6,1,273,4,1,1,6,1561,0
5059,5060,4,1,4,3,143,3,1,0,2,4693,0
802,803,2,1,3,2,262,2,1,0,26,2370,1
5715,5716,1,2,4,4,179,3,0,0,1,5242,1
9452,9453,0,0,4,4,275,5,2,1,7,1562,1
9419,9420,4,2,7,3,300,4,2,0,5,1244,0
6598,6599,2,2,4,3,264,5,2,1,3,1639,0
241,242,4,2,2,4,140,3,1,0,33,1278,1
2068,2069,2,0,5,4,178,7,2,0,36,1179,1
7047,7048,1,2,3,1,231,3,2,1,9,5148,1
10728,10729,3,2,3,2,278,4,2,1,7,1879,0
644,645,0,2,6,4,121,5,1,1,23,1734,1
10322,10323,0,2,2,1,96,2,0,0,9,4449,1
5103,5104,1,2,5,3,215,2,2,0,10,5194,1
5460,5461,3,1,7,3,281,4,1,0,4,1480,0
1637,1638,4,1,5,4,140,4,0,0,5,1130,1
120,121,3,1,4,2,183,3,1,0,33,2741,1
5873,5874,4,1,2,4,242,3,2,1,8,4898,0
2981,2982,4,2,3,1,250,3,1,0,8,3617,1
5069,5070,4,0,3,5,156,3,2,0,2,4190,1
3074,3075,0,2,3,2,255,2,1,1,18,3732,1
9836,9837,0,2,4,1,197,3,0,1,9,4917,0
3278,3279,0,1,3,4,211,2,1,1,6,6000,0
2135,2136,4,2,3,3,188,4,2,1,3,3075,1
7707,7708,1,2,6,3,219,5,1,1,9,1483,1
4970,4971,0,2,5,5,233,3,0,1,5,5330,0
7529,7530,4,1,5,2,204,5,1,1,3,5723,1
134,135,0,0,3,3,168,2,2,0,1,1829,1
4351,4352,4,2,3,4,220,3,2,0,5,5078,0
5324,5325,0,1,4,3,175,3,2,0,4,5784,0
10613,10614,4,2,3,3,231,3,1,0,3,4649,1
10334,10335,0,2,4,3,170,4,2,0,9,4375,0
2559,2560,1,2,6,3,221,10,2,0,13,2219,1
62,63,0,2,5,1,105,6,2,1,62,1292,1
10946,10947,0,1,4,2,252,5,2,1,7,1134,1
1358,1359,0,1,4,1,241,3,2,0,61,3812,1
7966,7967,2,2,4,4,261,2,2,1,8,5006,1
7812,7813,3,0,3,2,138,2,2,1,8,5714,0
8583,8584,1,2,4,3,134,4,1,1,8,4879,1
2467,2468,4,0,5,1,170,3,2,0,48,1299,1
679,680,4,1,3,1,202,2,0,1,52,2312,1
2041,2042,4,1,4,4,162,2,2,1,30,1158,1
741,742,1,2,7,4,192,3,1,0,33,1694,1
5307,5308,1,2,3,5,133,3,2,1,7,4314,0
6266,6267,0,2,2,1,211,3,1,1,6,1760,1
8196,8197,3,1,4,4,195,3,1,0,6,5783,0
3641,3642,4,2,5,1,162,3,2,1,5,4064,1
444,445,3,2,3,3,135,3,1,0,19,1366,1
8991,8992,1,2,3,4,236,4,0,0,9,4744,0
3258,3259,3,2,5,1,246,3,2,0,10,4078,1
4663,4664,4,0,5,1,233,4,0,1,2,4615,1
1873,1874,4,2,3,4,180,3,1,0,52,1727,1
10963,10964,4,0,4,5,220,10,2,1,8,4100,1
2596,2597,2,1,3,5,189,3,1,0,61,2203,1
1717,1718,4,2,3,1,101,2,2,0,56,1184,1
2912,2913,0,2,3,2,182,3,1,0,54,3972,1
2843,2844,4,2,5,2,160,3,2,1,44,1054,1
4027,4028,4,2,4,5,249,2,2,0,10,4562,0
5488,5489,2,0,5,5,268,3,2,1,2,4459,1
9512,9513,0,2,4,5,102,5,1,0,3,5767,0
4485,4486,1,2,5,3,215,4,1,1,5,5915,1
2556,2557,3,2,3,3,175,3,2,0,32,1848,1
6864,6865,3,0,4,3,255,5,1,1,1,1192,0
489,490,1,2,3,3,235,3,1,1,5,3065,1
493,494,4,2,5,4,226,5,1,1,47,2240,1
690,691,3,0,5,4,150,2,1,1,60,1034,1
7920,7921,3,1,4,1,261,2,2,0,9,4158,0
3821,3822,4,1,3,4,245,4,1,1,4,5186,1
602,603,0,2,4,3,206,3,2,1,58,2135,1
1911,1912,1,1,4,2,202,4,1,0,1,3602,1
1014,1015,3,2,2,2,153,2,1,1,46,1130,1
7476,7477,3,2,7,3,251,5,1,0,8,1616,1
1993,1994,4,2,4,3,239,3,1,0,28,2741,1
7023,7024,1,2,3,3,273,3,2,0,6,5269,1
3757,3758,4,2,4,5,188,5,1,0,1,5999,1
6647,6648,4,2,4,2,246,2,1,1,2,4497,1
9377,9378,4,2,3,1,154,3,1,1,5,4720,1
2366,2367,0,2,5,4,200,3,2,1,24,2078,1
5283,5284,1,2,6,4,292,4,2,0,7,1094,1
4370,4371,0,1,4,2,221,3,1,1,10,5632,0
2686,2687,2,2,4,2,273,2,1,0,31,2229,1
1573,1574,4,2,5,3,156,3,2,1,58,1218,1
1361,1362,4,1,3,4,240,3,1,0,28,2356,1
7276,7277,2,0,4,2,267,2,1,1,7,5746,1
1526,1527,0,2,3,1,230,2,2,1,28,3646,1
1327,1328,4,2,4,5,113,6,2,1,25,1538,1
10799,10800,4,1,4,3,245,6,2,1,2,1727,1
10719,10720,1,2,5,5,221,6,2,1,6,1429,0
1551,1552,1,2,3,3,246,3,2,0,45,3945,1
7907,7908,4,2,3,2,251,4,0,0,7,4038,0
10662,10663,3,1,5,2,255,6,1,1,6,1610,0
1337,1338,4,2,3,4,165,4,2,0,7,1627,1
3901,3902,4,2,5,5,192,3,2,1,5,4942,1
3010,3011,2,0,3,3,214,2,2,0,4,3754,1
5041,5042,4,2,6,2,301,5,2,0,3,1586,0
9728,9729,0,0,4,2,257,3,2,1,8,5772,0
2250,2251,3,2,4,1,238,3,1,0,33,2013,1
8263,8264,4,2,7,1,289,4,1,0,4,1543,1
8463,8464,1,2,4,1,202,2,2,1,10,5428,1
5039,5040,4,2,6,5,275,4,1,1,8,1553,1
2346,2347,3,2,3,2,273,3,1,0,12,2154,1
10219,10220,4,2,4,3,249,5,1,0,10,1067,1
5485,5486,4,0,4,5,113,3,2,0,10,4053,1
9774,9775,3,2,5,4,190,3,2,0,4,4424,1
2784,2785,3,2,3,1,231,2,1,1,24,3811,1
5694,5695,3,2,5,3,142,4,2,0,4,5116,1
5119,5120,4,2,3,5,197,3,1,1,4,5423,0
5166,5167,3,2,5,4,177,2,1,1,2,5618,1
5555,5556,4,2,5,1,106,5,2,0,4,4180,0
5599,5600,4,1,4,4,164,4,2,0,1,4365,1
8124,8125,3,2,4,5,275,6,1,1,3,5008,0
150,151,3,0,4,4,220,2,2,0,7,2551,1
2804,2805,0,2,4,2,222,2,2,0,16,2518,1
7148,7149,0,2,6,2,247,4,2,1,8,1941,0
2086,2087,2,2,4,4,213,2,1,0,27,2938,1
3751,3752,4,2,3,2,195,2,2,1,8,4365,0
5612,5613,0,0,5,1,182,5,0,0,6,5398,0
2259,2260,1,2,3,4,256,4,1,1,11,3030,1
4017,4018,1,2,4,2,151,3,2,1,8,4390,1
7425,7426,1,2,3,2,214,2,2,1,7,1693,0
7365,7366,1,2,5,5,258,4,0,0,5,4562,0
2424,2425,3,2,5,3,250,2,1,0,14,2064,1
4138,4139,2,2,3,4,163,2,1,0,7,5720,0
3856,3857,2,2,3,2,183,3,2,1,9,4282,0
859,860,4,2,4,1,265,4,1,0,30,3896,1
5367,5368,1,2,5,2,203,6,2,0,7,5289,0
2962,2963,2,2,5,5,208,8,1,1,39,2905,1
9048,9049,3,0,4,1,177,3,2,0,6,5215,0
8543,8544,4,2,4,2,167,4,0,1,5,5250,0
9432,9433,3,1,6,3,271,4,1,0,2,1364,1
4739,4740,4,2,3,5,233,3,2,0,7,5787,0
9465,9466,1,0,5,1,207,3,1,0,1,4112,0
4462,4463,2,2,5,4,182,3,2,0,7,5677,1
5528,5529,0,2,6,4,248,4,1,0,6,1851,0
1364,1365,0,1,5,4,144,3,1,0,59,1178,1
1779,1780,1,0,3,2,169,2,2,1,61,1511,1
7144,7145,2,2,6,5,278,4,0,0,6,1761,0
4785,4786,1,1,3,4,211,3,0,1,1,5144,0
7798,7799,2,1,4,4,169,3,2,1,5,5743,0
1818,1819,3,2,5,2,281,4,0,0,5,3357,1
369,370,1,2,3,5,257,3,2,0,19,2173,1
4937,4938,4,0,3,4,218,2,2,1,2,5973,0
2704,2705,2,2,3,3,257,3,1,1,64,3103,1
5285,5286,4,2,6,2,304,4,1,0,9,1392,0
175,176,4,2,4,4,150,2,2,1,3,1285,1
6405,6406,1,2,5,1,137,4,0,0,1,4042,0
8634,8635,3,0,7,5,269,4,2,1,2,1592,0
2093,2094,4,2,3,3,190,10,2,1,4,3062,1
10618,10619,2,2,6,3,153,6,2,0,7,4975,1
3491,3492,4,2,4,2,223,3,2,1,3,5121,0
1920,1921,3,0,4,5,232,2,1,0,21,3128,1
82,83,2,2,4,4,217,3,0,0,26,2875,1
816,817,3,1,4,1,176,3,2,0,36,1891,1
10827,10828,1,0,6,5,225,3,2,1,10,4972,0
1091,1092,4,0,3,5,154,3,2,1,46,1312,1
4396,4397,2,0,3,1,223,3,2,0,4,4495,1
2928,2929,3,2,5,3,114,6,2,0,60,1746,1
5568,5569,3,2,4,1,211,3,0,1,5,5757,1
283,284,4,0,5,4,165,3,1,0,20,1150,1
6124,6125,2,2,4,5,194,3,2,1,3,5168,1
4120,4121,2,0,4,3,208,2,2,0,1,5826,0
8788,8789,2,2,4,2,212,3,1,1,5,5413,0
609,610,1,2,4,4,158,3,2,1,11,1224,1
2915,2916,4,2,3,4,242,3,0,1,54,3011,1
1813,1814,4,2,3,4,187,2,2,1,54,3290,1
1271,1272,4,2,5,3,236,6,2,1,9,3715,1
7203,7204,1,2,6,2,266,4,2,1,3,1090,0
10566,10567,3,2,3,4,254,2,2,1,2,5957,0
2994,2995,3,1,5,5,160,3,2,1,55,1911,1
8417,8418,4,2,3,1,202,2,2,1,7,4598,0
8153,8154,4,2,5,4,234,3,1,0,2,4269,0
6409,6410,4,2,3,2,164,2,2,0,7,4150,0
6104,6105,0,2,5,2,171,6,2,0,5,5981,1
9144,9145,3,2,5,3,268,5,2,1,5,1365,0
2642,2643,0,2,3,3,143,3,2,0,16,1343,1
7972,7973,2,2,4,3,239,2,2,0,7,5384,0
4508,4509,0,1,4,1,140,3,1,1,4,5210,1
2305,2306,4,1,3,3,155,3,1,1,20,1830,1
7910,7911,0,2,4,4,254,3,1,1,7,5637,0
7609,7610,4,2,3,3,203,3,0,1,3,5440,0
4195,4196,4,2,3,2,255,4,2,1,5,4415,0
5562,5563,3,2,4,4,228,4,0,1,1,5573,0
4840,4841,2,2,6,4,260,5,2,1,2,4687,1
4655,4656,4,0,5,2,102,5,2,0,3,4784,0
9790,9791,2,2,3,2,162,3,2,1,4,4812,1
4168,4169,2,2,3,5,228,2,1,1,6,5893,0
3849,3850,1,0,3,3,221,2,2,0,5,4205,1
10830,10831,3,0,5,5,142,4,1,1,5,5749,0
9247,9248,4,2,4,3,256,2,2,0,3,4679,1
5253,5254,1,2,6,4,275,4,1,1,10,1266,1
10536,10537,3,1,4,3,195,3,1,1,1,4236,1
5533,5534,4,2,6,3,269,4,2,0,6,1822,1
2414,2415,0,2,6,3,175,5,2,0,64,1860,1
3554,3555,0,1,3,4,182,3,2,0,7,5409,1
4691,4692,4,2,4,1,144,4,2,1,8,4303,0
4498,4499,2,1,3,4,269,2,2,1,6,5951,0
2195,2196,4,0,3,5,169,3,2,1,13,1934,1
5045,5046,4,1,4,1,145,2,1,0,2,5209,0
2600,2601,0,0,5,4,190,2,2,0,23,3960,1
6163,6164,4,0,5,4,211,3,2,0,7,4856,0
6373,6374,4,2,3,5,206,3,1,0,6,4620,1
1518,1519,3,0,3,5,157,4,2,1,26,1969,1
4764,4765,3,2,3,4,191,2,2,1,8,5667,1
4314,4315,3,2,2,1,147,3,1,1,3,4120,1
3366,3367,3,2,5,4,273,3,2,0,2,5672,1
6058,6059,2,2,3,4,163,3,1,1,7,5913,0
7372,7373,2,1,2,1,130,4,2,0,10,4726,0
8005,8006,4,2,6,3,247,4,1,0,6,1537,0
6309,6310,1,0,5,5,251,6,2,1,4,1077,0
2633,2634,4,2,3,4,229,6,2,0,33,2815,1
5755,5756,4,0,6,1,309,4,1,0,6,1866,1
5633,5634,4,0,4,4,203,3,2,1,8,4443,0
9022,9023,2,1,5,4,140,3,2,1,4,4623,0
5922,5923,3,2,3,3,208,2,2,0,5,5661,0
10244,10245,0,2,3,5,283,2,1,1,2,4207,0
9689,9690,4,2,7,1,301,4,1,0,6,1052,1
2434,2435,2,2,3,5,181,2,1,1,29,2217,1
9216,9217,3,2,4,4,270,3,1,0,4,5888,0
3275,3276,4,1,2,5,241,4,1,0,4,5693,1
10766,10767,0,2,5,2,264,5,2,1,4,1318,0
8042,8043,0,2,3,3,307,5,1,0,3,1578,1
6064,6065,2,2,3,1,196,2,1,1,10,4141,1
4520,4521,0,0,4,4,223,4,1,1,3,5613,0
5587,5588,4,2,4,5,263,3,2,1,3,4020,0
3545,3546,4,1,4,3,186,3,1,1,7,5156,1
7254,7255,3,1,3,2,229,3,1,1,2,4447,1
7284,7285,3,2,5,4,257,2,2,1,10,5095,0
9706,9707,2,1,6,3,310,4,1,0,2,1189,0
5531,5532,4,2,6,1,308,4,2,1,1,1216,1
5444,5445,0,2,5,1,217,2,2,1,6,5518,0
517,518,4,2,5,5,262,2,2,0,62,3744,1
7422,7423,3,2,6,1,255,4,1,1,9,1575,0
6160,6161,2,0,4,5,210,2,2,1,5,5683,0
8274,8275,3,2,3,1,138,3,2,0,2,4766,1
10000,10001,2,0,4,1,234,2,2,0,4,5164,0
8902,8903,2,0,6,3,269,4,1,0,4,1948,1
7792,7793,2,1,3,1,194,3,2,0,4,5383,1
1415,1416,4,2,3,3,238,4,2,1,57,3537,1
4664,4665,0,0,3,3,178,4,0,1,3,4154,1
4456,4457,2,2,4,2,216,4,2,1,3,4887,1
2761,2762,4,2,3,1,193,2,2,0,23,2728,1
6974,6975,0,1,5,3,168,3,2,0,2,5986,1
6481,6482,4,2,4,4,186,7,2,1,9,5418,0
5911,5912,4,2,3,2,149,5,2,0,9,4310,0
6547,6548,4,2,6,2,251,4,2,0,6,1864,0
4855,4856,4,2,3,1,170,2,1,1,9,4112,0
10078,10079,2,2,4,5,258,3,1,0,3,5422,1
127,128,4,1,3,3,147,4,1,0,60,1722,1
3474,3475,3,2,2,2,161,5,2,1,3,4138,0
6358,6359,2,2,4,4,272,4,2,1,4,4363,1
8899,8900,4,1,5,1,236,5,2,1,10,1961,0
4310,4311,0,2,6,2,246,6,1,0,1,4846,0
2438,2439,0,2,2,5,117,3,1,1,44,1192,1
3765,3766,1,2,4,4,247,2,2,0,6,5833,1
9102,9103,3,2,4,4,226,5,1,1,1,1761,0
7173,7174,1,2,6,4,286,4,2,1,9,1096,1
6432,6433,3,1,3,4,194,2,2,1,7,5553,0
7110,7111,3,1,5,5,235,5,2,0,10,1393,0
7549,7550,4,0,3,2,150,3,0,1,2,5502,0
10750,10751,2,2,4,5,228,5,2,0,4,1618,0
1473,1474,1,2,3,3,201,2,0,1,36,3340,1
6340,6341,2,2,3,5,139,2,1,0,7,4449,1
4821,4822,1,2,6,5,281,4,1,1,8,1241,1
18,19,3,2,5,5,239,3,0,1,18,2495,1
3560,3561,0,0,4,3,185,10,0,0,7,4818,1
3951,3952,1,1,4,1,215,3,1,1,9,4551,0
49,50,4,2,5,3,216,3,1,0,40,2146,1
5437,5438,4,2,4,3,192,3,2,0,10,5190,0
10885,10886,4,2,4,4,177,5,2,1,7,4070,1
887,888,4,2,5,3,150,3,2,1,21,1187,1
6261,6262,1,2,4,1,265,6,1,0,9,1753,1
6989,6990,4,0,3,1,187,2,1,0,8,4292,1
6043,6044,4,0,6,2,250,4,2,0,3,1777,1
2616,2617,3,0,4,1,258,2,1,0,56,3186,1
516,517,3,2,3,5,274,3,2,0,51,3476,1
3168,3169,3,2,3,1,273,6,1,0,9,1198,1
2949,2950,1,2,3,5,207,4,1,0,45,3770,1
1424,1425,0,2,4,5,253,7,2,0,11,3825,1
139,140,4,0,5,1,237,2,1,0,10,3860,1
1924,1925,2,0,3,3,219,2,1,0,41,3932,1
2378,2379,0,2,5,1,219,3,1,1,14,2447,1
3197,3198,4,2,4,5,296,2,2,1,1,1678,0
5131,5132,4,2,5,1,265,3,0,1,5,4951,1
112,113,2,1,4,3,175,2,1,1,25,1816,1
4559,4560,4,2,6,2,244,4,1,0,4,1245,1
4595,4596,4,2,4,2,192,4,2,0,2,5503,0
5329,5330,4,1,5,1,234,3,0,0,9,5548,0
3250,3251,2,2,4,1,181,2,1,0,3,5877,0
4690,4691,2,2,3,1,245,3,2,0,1,5325,0
8588,8589,0,2,5,1,211,3,1,1,7,5594,1
3697,3698,4,0,5,1,211,2,2,1,1,5913,1
4546,4547,2,2,7,1,291,4,1,0,9,1880,1
9289,9290,4,1,5,4,274,3,2,0,1,4030,0
3277,3278,4,1,5,5,156,3,1,0,5,5398,1
7635,7636,1,2,2,4,193,2,1,0,5,5706,0
8106,8107,3,2,4,3,246,3,1,1,5,4384,0
4068,4069,3,2,5,4,243,6,2,0,1,4170,1
4408,4409,2,2,3,3,147,3,1,1,4,5805,0
7469,7470,4,2,5,5,271,4,1,1,8,1132,1
9458,9459,0,0,5,1,271,5,1,1,4,1353,0
8576,8577,0,2,4,1,224,2,1,0,6,4454,1
3222,3223,3,2,3,4,223,2,1,1,9,4211,0
9039,9040,1,0,2,1,199,2,1,0,10,5345,0
451,452,4,2,2,3,189,4,1,1,34,3355,1
3731,3732,4,2,4,5,201,3,1,0,10,4530,1
9863,9864,4,0,5,2,211,3,2,0,8,4962,0
4986,4987,3,2,7,1,278,4,1,1,10,1508,1
3663,3664,1,2,4,3,226,2,1,0,8,4526,0
2763,2764,1,2,3,2,191,4,2,0,16,2277,1
658,659,2,1,4,4,169,3,1,1,23,1058,1
5602,5603,2,1,4,2,233,3,1,0,3,5740,1
1855,1856,4,2,5,5,247,10,2,0,61,2206,1
4620,4621,3,2,3,3,169,3,1,0,9,4317,1
999,1000,1,2,3,3,271,2,2,1,15,3542,1
389,390,4,1,4,2,167,4,1,0,20,1705,1
3407,3408,4,1,3,2,253,3,1,0,7,4915,0
6426,6427,3,1,5,1,187,2,1,0,7,4792,0
1476,1477,3,2,4,1,159,3,2,1,13,1445,1
2240,2241,0,2,3,3,168,3,2,1,11,1008,1
2386,2387,2,2,5,2,167,3,2,0,7,1939,1
10063,10064,4,2,4,3,242,2,2,1,2,5879,0
992,993,0,2,4,3,136,3,2,1,9,1548,1
7032,7033,3,2,6,2,232,3,2,0,7,5219,1
4997,4998,4,2,2,2,259,3,1,1,6,4840,1
3922,3923,2,2,5,4,117,3,2,0,4,5332,0
2972,2973,0,2,3,4,228,2,2,1,46,3306,1
3386,3387,0,2,3,1,206,3,0,0,8,4763,1
6871,6872,4,2,5,2,266,5,1,0,10,1274,1
8744,8745,0,1,3,1,228,2,1,0,7,4977,0
10232,10233,0,2,3,3,262,2,1,0,10,5951,1
8336,8337,0,1,5,2,221,6,2,1,2,1781,1
4769,4770,4,1,4,4,259,2,2,0,8,4672,0
1293,1294,1,2,5,5,254,5,1,0,35,2508,1
1824,1825,3,2,4,5,260,3,1,0,14,2071,1
2873,2874,4,0,4,4,233,2,2,1,39,2291,1
4173,4174,1,2,3,2,234,2,2,1,8,4012,1
2535,2536,1,2,2,1,229,4,1,0,11,3614,1
10056,10057,3,2,4,5,160,3,1,0,9,5799,1
1907,1908,4,1,4,5,238,2,1,0,1,2644,1
42,43,3,2,3,5,137,2,2,1,38,1647,1
10449,10450,1,2,4,3,233,5,1,1,5,1799,1
368,369,0,2,3,5,103,3,1,1,3,1403,1
6033,6034,1,0,5,3,260,5,2,1,8,1001,0
1151,1152,4,2,2,2,176,5,1,0,55,1211,1
7007,7008,4,2,3,2,126,5,1,0,6,4372,1
1567,1568,4,2,4,1,232,2,2,0,26,3300,1
7726,7727,2,2,7,3,308,4,2,1,6,1113,0
9601,9602,4,0,3,1,246,3,1,0,10,4707,1
7915,7916,4,2,3,1,213,2,1,1,6,4747,0
7106,7107,0,1,5,4,243,5,1,0,5,1118,0
10097,10098,4,2,4,4,224,4,2,0,2,4503,1
4160,4161,0,2,4,2,255,3,2,1,3,4562,1
4287,4288,1,2,2,3,147,3,1,0,5,5013,0
2230,2231,2,2,4,3,158,2,1,1,46,1374,1
8166,8167,3,2,3,1,133,3,1,0,5,5213,1
174,175,3,2,3,3,242,3,1,0,51,3935,1
1903,1904,4,1,2,1,296,5,2,1,29,1648,1
1099,1100,4,0,4,3,163,2,1,0,12,1092,1
8976,8977,3,2,3,2,233,3,2,1,7,5838,0
3408,3409,3,1,3,2,188,3,1,1,4,5376,0
1538,1539,0,2,4,4,142,4,2,1,2,1461,1
2292,2293,3,2,3,5,268,4,0,1,5,3446,1
10238,10239,0,2,2,5,111,2,1,0,5,4038,1
1363,1364,4,1,4,3,237,2,2,1,22,2912,1
4357,4358,4,1,5,1,201,3,1,1,4,5166,1
8063,8064,4,1,3,2,235,2,2,0,10,4172,0
5260,5261,2,2,6,5,256,4,1,1,5,1033,1
8242,8243,2,2,4,5,260,2,2,1,2,5368,0
8385,8386,1,2,4,5,231,3,1,0,4,5174,1
680,681,0,0,4,3,201,3,2,0,54,2487,1
10658,10659,0,2,5,4,260,5,1,0,2,1178,1
8728,8729,2,2,3,4,238,2,2,1,7,5974,0
3664,3665,2,2,3,3,250,5,2,1,8,5762,1
10793,10794,4,2,4,2,217,5,2,1,10,1744,0
1661,1662,4,2,3,2,150,3,2,0,4,1910,1
508,509,2,2,4,5,192,2,2,0,36,2497,1
166,167,2,2,5,2,141,3,0,0,34,1020,1
5497,5498,4,2,4,4,146,3,1,1,10,4472,1
9134,9135,0,2,6,1,289,4,1,1,3,1181,1
1006,1007,2,2,3,1,185,2,2,0,42,2803,1
9192,9193,3,0,7,1,280,5,1,1,10,1199,1
1914,1915,3,0,5,2,223,3,1,0,51,3687,1
3494,3495,0,2,3,4,113,3,2,1,1,5765,1
10605,10606,1,2,5,2,254,3,1,0,9,5714,1
10727,10728,4,2,5,4,219,5,1,1,10,1363,1
7825,7826,4,0,2,4,233,4,2,0,4,5408,0
4990,4991,2,2,2,3,198,2,2,0,6,1996,0
2536,2537,2,2,4,4,205,3,1,0,58,2522,1
1104,1105,3,0,3,4,188,4,1,0,49,3067,1
3875,3876,4,2,4,5,155,3,2,1,8,4924,0
8878,8879,2,1,4,1,271,5,2,0,3,1328,0
1752,1753,3,2,3,1,192,3,2,1,35,2258,1
5310,5311,3,2,2,1,219,4,1,1,7,5573,1
5952,5953,3,2,3,2,204,10,2,0,10,4534,0
8343,8344,1,1,4,5,219,5,1,1,2,1260,0
2916,2917,3,2,5,1,154,2,1,1,37,1671,1
8947,8948,4,2,4,4,220,3,1,0,4,5622,0
5754,5755,3,0,6,4,305,4,1,0,7,1172,1
152,153,0,0,3,4,97,4,1,1,32,1238,1
5230,5231,2,2,4,3,262,3,1,1,9,4404,1
8769,8770,1,0,5,2,174,5,2,1,8,4656,0
5679,5680,1,2,3,4,205,3,0,0,1,5407,0
3907,3908,4,2,3,1,229,3,1,1,5,4971,1
10059,10060,1,2,4,5,155,3,1,0,10,5315,1
2552,2553,0,2,4,1,141,2,1,1,10,1340,1
2773,2774,4,2,5,5,171,3,0,1,14,1554,1
10309,10310,4,2,6,1,208,5,1,1,6,4537,0
3551,3552,4,1,6,1,163,4,0,1,3,4031,1
3722,3723,0,2,4,2,174,3,2,0,10,4318,0
9066,9067,3,2,5,5,196,3,2,1,7,4084,1
520,521,2,2,3,1,145,2,1,0,34,1773,1
10579,10580,4,2,5,2,176,4,1,1,10,5532,0
8807,8808,4,2,4,4,224,3,2,0,1,4231,0
9862,9863,2,0,4,5,171,2,2,0,1,4439,0
4538,4539,0,2,3,1,219,8,1,1,2,5334,0
6175,6176,4,0,3,5,189,3,1,1,5,5422,0
8218,8219,2,0,4,2,175,3,0,1,4,4426,0
7081,7082,4,2,4,3,260,3,1,0,5,5540,0
1822,1823,2,2,6,3,176,5,1,0,7,1767,1
4086,4087,3,1,4,4,164,2,1,0,9,1949,1
7467,7468,1,2,5,1,245,5,1,0,5,1996,1
9635,9636,4,2,7,3,256,4,2,1,4,1628,0
6896,6897,0,2,6,2,291,4,1,1,9,1241,1
1991,1992,4,2,4,5,258,3,2,0,37,2289,1
9702,9703,3,1,6,3,264,4,2,0,3,1498,1
309,310,1,2,5,5,266,3,2,0,53,3089,1
4308,4309,3,2,4,3,224,3,2,0,9,5283,1
7859,7860,4,2,5,2,189,2,2,1,2,4636,1
8540,8541,0,2,3,4,195,10,1,1,5,5950,1
3599,3600,4,2,3,4,217,3,1,0,5,4883,1
3622,3623,2,2,3,2,146,3,0,0,4,5846,1
3811,3812,4,1,2,5,147,2,2,0,8,5499,0
6005,6006,4,1,6,4,292,4,1,1,3,1826,1
9586,9587,2,0,4,5,265,2,1,1,9,5040,0
3450,3451,3,2,4,3,246,3,1,0,5,5118,0
4591,4592,4,2,2,1,235,3,2,0,6,4411,1
205,206,4,2,2,3,145,3,2,0,24,7588,1
10823,10824,4,0,5,5,203,2,1,1,10,4790,1
1135,1136,4,2,6,1,257,3,2,1,60,3416,1
6680,6681,0,2,4,2,201,2,1,1,3,4869,1
10332,10333,3,2,5,4,161,5,2,1,1,5779,1
2749,2750,4,0,3,3,192,7,0,0,25,2152,1
3613,3614,4,2,4,5,274,2,1,0,2,4492,1
305,306,4,2,4,4,249,3,2,0,36,3769,1
1849,1850,4,2,3,2,178,2,1,1,32,1329,1
7826,7827,0,2,4,2,136,4,2,1,9,5038,0
9985,9986,4,1,4,4,233,3,1,1,9,4300,1
1988,1989,0,2,4,4,252,6,2,1,44,2676,1
3240,3241,3,2,2,5,117,3,0,0,2,4268,1
2798,2799,0,2,2,1,174,3,2,0,12,1358,1
4515,4516,1,1,2,4,255,7,1,0,9,5224,1
5630,5631,0,0,5,5,175,6,2,0,2,4995,1
8767,8768,4,0,4,4,209,6,1,0,7,4852,0
3109,3110,4,2,4,2,265,4,2,0,40,2637,1
4939,4940,4,0,3,4,235,3,1,1,4,5498,0
4059,4060,1,2,4,3,261,3,2,1,1,4590,0
1987,1988,4,2,2,3,151,3,2,1,22,1024,1
5934,5935,3,2,3,4,263,6,0,1,3,4429,0
9780,9781,3,2,5,3,223,3,1,0,2,4671,1
8045,8046,4,2,5,1,307,4,1,1,8,1511,1
383,384,4,2,4,5,175,2,1,1,40,1270,1
5634,5635,3,2,3,4,145,2,0,0,5,5513,0
4307,4308,4,2,4,5,135,3,2,0,6,5266,1
3388,3389,2,2,2,2,180,3,1,1,2,5033,1
3156,3157,3,0,3,5,132,3,1,1,7,4013,1
6053,6054,4,2,6,2,293,6,1,0,10,1919,1
10994,10995,0,2,4,1,252,5,2,0,1,1538,1
6534,6535,3,2,4,5,242,2,1,1,4,5341,0
2727,2728,1,1,4,4,208,2,0,0,20,2759,1
9652,9653,2,2,3,2,158,2,2,1,9,4881,0
7633,7634,4,2,4,5,111,4,2,1,7,5988,1
9571,9572,4,1,4,1,230,3,1,1,8,4107,1
9137,9138,4,2,3,5,219,6,1,1,1,1394,0
10655,10656,4,2,4,4,255,6,1,1,5,1708,1
7342,7343,2,2,4,4,238,3,1,0,7,4709,0
3832,3833,2,0,4,1,215,3,1,0,2,5563,1
9593,9594,4,0,5,4,205,3,1,0,3,4157,1
4776,4777,3,1,4,5,169,10,2,0,6,4385,0
4276,4277,2,2,4,3,175,4,2,0,4,5685,0
253,254,4,1,2,5,160,3,1,0,19,1399,1
7499,7500,4,2,5,5,262,6,1,0,5,1418,1
10560,10561,3,0,3,4,216,3,1,0,3,5817,0
