,GpsProvider,Market/Regular ,vehicle_no,Origin_Location,Destination_Location,Planned_ETA,ontime,OriginLocation_Code,DestinationLocation_Code,trip_start_date,TRANSPORTATION_DISTANCE_IN_KM,vehicleType,customerID,supplierID,Material Shipped,Org_lat,Org_lon,Des_lat,Des_lon
1831,5,0,391,54,142,332,0.0,19,53,301,2300.0,29,16,116,77,13.087428,80.184717,28.373519,76.835337
5697,12,0,1537,127,195,64,0.0,137,133,60,78.0,19,15,57,900,26.718168,88.498499,27.16134,88.512928
4830,3,0,588,111,36,160,0.0,112,237,145,31.0,35,15,27,405,13.007503209603689,77.66509885593489,13.199089183304451,77.70855423495904
5234,3,0,650,135,272,146,0.0,156,213,132,25.0,34,15,99,578,10.082622,76.349257,9.960616772167535,76.28550773846042
4989,3,0,317,77,338,144,0.0,149,205,129,56.0,34,15,93,276,28.463698,77.333878,28.367355,76.985908
3986,3,0,962,20,119,195,0.0,129,274,177,148.0,34,15,35,77,23.67348,86.129379,23.250966,85.241196
4274,3,0,836,61,249,165,0.0,127,235,148,370.0,34,15,26,945,16.560192249175344,80.79229309159955,19.916291,75.177885
1988,3,0,921,125,244,322,0.0,97,112,291,2750.0,32,6,190,284,18.750621,73.87719,26.131293,91.749014
3358,3,0,41,73,136,237,0.0,157,290,212,375.0,34,15,218,298,13.167655,80.271159,15.067329,78.088013
2045,3,0,1381,65,368,321,1.0,119,281,291,65.0,34,15,218,364,17.468016283576617,78.21813291539536,17.556417,78.099421
144,3,0,903,89,278,358,0.0,130,138,328,109.0,36,15,38,148,26.185619636418977,91.84358193219722,25.525186,91.867201
2382,11,0,1220,125,280,319,0.0,102,16,288,1290.0,29,5,125,77,18.750621,73.87719,12.930429,79.931163
5704,12,0,1099,116,94,53,0.0,120,249,49,30.0,35,15,26,96,22.231627645808018,84.86986841751269,22.223080894364767,84.66622116237794
2232,3,0,1112,101,169,302,0.0,17,74,274,2036.0,9,13,210,285,12.849818,79.913634,24.598284,73.724249
3716,3,0,848,61,376,200,0.0,127,166,183,25.0,34,15,76,643,16.560192249175344,80.79229309159955,18.874262,72.957868
4039,3,0,638,82,64,199,0.0,127,370,182,18.5,35,15,26,77,16.560192249175344,80.79229309159955,12.896896847817695,77.71222305687486
1859,3,0,315,128,174,335,0.0,12,87,304,1900.0,29,7,159,24,12.786517,79.975221,22.961777,72.094219
337,5,0,386,128,174,356,0.0,12,87,323,1900.0,29,7,116,77,12.786517,79.975221,22.961777,72.094219
2215,3,0,1332,87,211,328,1.0,27,94,297,400.0,8,0,145,72,11.154594,76.922532,12.746894,77.806168
4504,3,0,1375,65,368,165,0.0,127,281,150,65.0,34,15,77,725,16.560192249175344,80.79229309159955,17.556417,78.099421
4017,3,0,1372,65,368,193,0.0,127,281,176,65.0,34,15,178,928,16.560192249175344,80.79229309159955,17.556417,78.099421
1736,3,0,412,125,158,336,0.0,97,38,305,1775.0,32,6,132,77,18.750621,73.87719,31.387859,76.762507
3793,3,0,244,95,251,200,0.0,110,270,183,25.0,36,15,78,219,28.542809,77.280521,28.553908,77.090981
5462,3,0,1284,129,287,124,0.0,58,233,111,418.95,19,15,75,553,16.520181,81.48831,17.235460173235783,78.4271247252794
2210,10,0,567,46,246,330,1.0,44,97,299,215.0,40,25,152,860,12.671093,77.779537,12.683589,77.859239
858,3,0,402,125,265,348,0.0,97,42,317,1400.0,32,6,132,158,18.750621,73.87719,28.30904,76.969455
2564,11,0,1225,54,334,301,0.0,18,380,271,1199.0,29,2,125,556,13.087428,80.184717,18.750621,73.87719
3431,3,0,990,68,133,232,0.0,106,265,209,30.0,36,15,38,945,26.19229040350968,91.75127677536251,26.151995,91.746581
4804,3,0,1233,74,350,155,0.0,157,219,140,65.5,34,15,60,353,13.444466,80.161,12.995898,80.173557
2165,3,0,552,111,1,328,1.0,112,279,298,13.1,34,15,151,526,13.007503209603689,77.66509885593489,12.843107191355518,77.5942828776749
5225,3,0,656,135,272,145,0.0,156,213,131,25.0,34,15,99,578,10.082622,76.349257,9.960616772167535,76.28550773846042
3474,3,0,1378,65,182,227,0.0,151,364,205,70.0,34,15,77,41,17.46628393767336,78.21574685358303,17.580422,78.207737
3542,3,0,940,20,119,226,0.0,129,167,203,148.0,34,15,35,77,23.67348,86.129379,23.250966,85.241196
2094,3,0,1527,126,153,309,1.0,106,248,275,61.4,36,15,26,864,26.19229040350968,91.75127677536251,22.952176370977448,88.4571405591546
2055,11,0,1225,30,280,329,0.0,101,16,298,1020.0,29,21,125,77,17.638373,74.065262,12.930429,79.931163
582,11,0,1225,125,280,356,1.0,102,16,323,1290.0,29,5,125,507,18.750621,73.87719,12.930429,79.931163
5214,3,0,541,82,8,131,0.0,127,370,118,49.0,34,15,27,578,16.560192249175344,80.79229309159955,12.896896847817695,77.71222305687486
4595,3,0,16,65,230,137,0.0,151,233,123,48.0,36,15,77,578,17.46628393767336,78.21574685358303,17.235460173235783,78.4271247252794
2087,3,0,230,64,339,328,0.0,36,13,297,1900.0,32,7,135,751,22.961777,72.094219,12.786517,79.975221
3289,3,0,89,42,172,235,0.0,106,267,211,145.0,34,15,38,364,26.19229040350968,91.75127677536251,26.688955,92.688447
3740,3,0,1041,43,7,200,0.0,127,150,181,386.0,36,15,41,77,16.560192249175344,80.79229309159955,20.46468,83.314802
751,11,0,1219,54,334,354,1.0,19,397,322,1199.0,29,16,125,704,13.087428,80.184717,18.750621,73.87719
1322,3,0,225,98,319,338,0.0,23,89,310,1626.0,32,24,137,285,13.017016,79.481638,22.105618,73.152148
1880,3,0,323,64,339,333,0.0,35,13,302,1900.0,29,7,159,68,22.961777,72.094219,12.786517,79.975221
2076,3,0,1340,87,211,330,1.0,27,98,299,400.0,7,0,218,642,11.154594,76.922532,12.746894,77.806168
5502,3,0,1190,73,302,92,0.0,157,363,84,177.0,34,15,60,498,13.167655,80.271159,11.986938,79.773631
1853,11,0,1221,54,334,334,0.0,18,380,303,1199.0,29,2,125,77,13.087428,80.184717,18.750621,73.87719
5680,12,0,1195,73,302,69,0.0,127,363,64,177.0,34,15,60,219,16.560192249175344,80.79229309159955,11.986938,79.773631
4015,3,0,1374,65,9,198,0.0,119,212,180,194.0,34,15,178,790,17.468016283576617,78.21813291539536,18.786116,78.31798
4075,3,0,1378,65,182,193,0.0,151,364,176,70.0,34,15,178,77,17.46628393767336,78.21574685358303,17.580422,78.207737
3532,3,0,268,77,19,225,0.0,108,226,203,25.0,34,15,93,958,28.463698,77.333878,28.296532,77.419993
5093,3,0,517,77,252,114,0.0,149,240,103,64.0,36,15,88,895,28.463698,77.333878,28.512783,77.036893
1903,11,0,1224,125,138,332,0.0,94,18,301,1300.0,29,2,125,729,18.750621,73.87719,13.087428,80.184717
3166,3,0,110,15,187,276,1.0,123,301,249,614.0,27,15,35,285,21.581377,81.945298,22.85525,86.220932
4260,3,0,254,95,224,116,0.0,148,191,106,34.0,34,15,78,456,28.542809,77.280521,28.599399,77.02766
770,3,0,1479,40,164,353,1.0,113,217,323,222.0,34,15,36,77,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
4447,3,0,199,23,388,157,0.0,127,152,142,25.0,34,15,92,364,16.560192249175344,80.79229309159955,23.042185,72.697893
2164,10,0,571,46,246,331,1.0,44,97,300,215.0,5,25,152,122,12.671093,77.779537,12.683589,77.859239
5902,10,0,543,82,70,10,1.0,127,159,10,31.0,34,15,27,508,16.560192249175344,80.79229309159955,12.777874729699617,77.64227553734709
1813,3,0,1435,113,75,279,1.0,106,171,249,43.0,34,15,95,77,26.19229040350968,91.75127677536251,28.553524,77.573405
5355,3,0,1190,73,302,132,0.0,127,377,118,177.0,34,15,60,296,16.560192249175344,80.79229309159955,11.986938,79.773631
4790,3,0,647,135,272,155,0.0,156,213,140,25.0,34,15,99,429,10.082622,76.349257,9.960616772167535,76.28550773846042
5530,12,0,550,82,36,105,0.0,153,237,95,40.0,34,15,28,248,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
4464,3,0,1475,130,164,170,0.0,113,217,154,51.0,34,15,26,364,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
1458,3,0,1391,46,277,341,0.0,44,64,310,2600.0,29,25,136,278,12.671093,77.779537,31.045961,76.664373
4836,3,0,559,82,44,157,0.0,127,280,142,24.6,34,15,28,417,16.560192249175344,80.79229309159955,13.01693928244564,77.76302640284463
2673,10,0,620,46,246,316,1.0,44,97,285,215.0,3,25,154,77,12.671093,77.779537,12.683589,77.859239
2241,22,0,1353,125,280,323,0.0,102,16,292,1290.0,29,5,105,77,18.750621,73.87719,12.930429,79.931163
4916,3,0,548,82,36,159,0.0,127,237,144,40.0,34,15,27,806,16.560192249175344,80.79229309159955,13.199089183304451,77.70855423495904
2797,3,0,1061,117,94,309,1.0,120,346,274,30.0,34,15,41,786,22.231627645808018,84.86986841751269,22.258833,84.679293
2458,11,0,1227,54,334,318,0.0,18,380,287,1199.0,29,2,125,784,13.087428,80.184717,18.750621,73.87719
2556,3,0,165,62,339,315,1.0,32,17,284,1900.0,32,7,153,77,23.5159,72.077925,12.786517,79.975221
3352,3,0,216,23,111,228,0.0,127,179,206,25.0,34,15,218,77,16.560192249175344,80.79229309159955,23.019415,72.610682
3212,3,0,1381,65,368,250,0.0,127,281,227,65.0,34,15,218,77,16.560192249175344,80.79229309159955,17.556417,78.099421
3006,3,0,114,15,125,289,1.0,123,260,261,632.0,23,15,35,126,21.581377,81.945298,23.998917,85.365551
5896,10,0,590,111,36,4,1.0,112,186,4,31.0,34,15,27,212,13.007503209603689,77.66509885593489,13.196312912801169,77.70815692568873
2930,2,0,1210,125,280,294,1.0,102,16,265,1290.0,29,5,128,343,18.750621,73.87719,12.930429,79.931163
2155,10,0,571,46,246,332,1.0,44,97,300,215.0,5,25,152,77,12.671093,77.779537,12.683589,77.859239
2985,3,0,1189,111,1,290,1.0,112,279,263,13.7,34,15,28,299,13.007503209603689,77.66509885593489,12.843107191355518,77.5942828776749
5374,3,0,40,65,182,124,0.0,151,364,111,70.0,34,15,77,275,17.46628393767336,78.21574685358303,17.580422,78.207737
1412,22,0,675,125,334,336,0.0,102,383,309,0.0,7,4,111,943,18.750621,73.87719,18.750621,73.87719
4954,3,0,159,23,235,94,0.0,133,246,85,25.0,36,15,33,894,22.917969,72.413979,22.926025,72.484986
5126,3,0,1381,65,188,152,0.0,151,282,137,27.0,34,15,77,205,17.46628393767336,78.21574685358303,17.441148,78.391069
2629,8,0,1314,64,280,313,0.0,35,29,282,1480.0,29,7,117,77,22.961777,72.094219,12.930429,79.931163
4617,3,0,1374,65,182,166,0.0,127,364,151,70.0,34,15,77,56,16.560192249175344,80.79229309159955,17.580422,78.207737
4353,3,0,664,37,161,179,0.0,76,335,160,360.15,36,15,26,578,18.970774,72.808712,21.606548,73.009534
2128,3,0,288,56,339,327,0.0,29,13,296,2425.0,29,7,159,70,28.373519,76.835337,12.786517,79.975221
1706,22,0,1279,54,334,339,1.0,19,397,308,1199.0,29,16,164,79,13.087428,80.184717,18.750621,73.87719
5040,3,0,152,23,14,144,0.0,133,246,129,210.0,34,15,92,353,22.917969,72.413979,21.724939,72.886993
2747,3,0,104,15,34,309,1.0,123,302,277,818.0,29,15,35,77,21.581377,81.945298,24.243805,87.236953
2524,10,0,571,46,246,318,1.0,44,97,287,215.0,5,25,152,876,12.671093,77.779537,12.683589,77.859239
2975,14,0,696,64,334,290,0.0,35,397,261,700.0,32,7,113,201,22.961777,72.094219,18.750621,73.87719
3639,3,0,1076,43,137,196,0.0,127,221,178,78.5,34,15,41,285,16.560192249175344,80.79229309159955,20.40294,86.489546
717,0,0,1028,56,174,355,1.0,29,87,322,1000.0,29,7,104,285,28.373519,76.835337,22.961777,72.094219
1468,3,0,489,125,265,337,0.0,97,60,306,1400.0,32,6,137,77,18.750621,73.87719,28.30904,76.969455
3334,3,0,255,134,224,237,0.0,110,191,214,34.0,34,15,78,77,28.215147,77.212834,28.599399,77.02766
3966,3,0,240,95,251,194,0.0,110,270,177,25.0,34,15,78,777,28.542809,77.280521,28.553908,77.090981
836,3,0,1338,87,246,355,1.0,27,99,322,400.0,8,0,118,773,11.154594,76.922532,12.683589,77.859239
1289,3,0,583,4,363,340,0.0,41,107,312,667.0,9,18,218,285,12.722686,77.676518,17.603892,78.629944
2299,22,0,1355,108,334,326,1.0,16,397,295,1200.0,29,5,105,364,12.930429,79.931163,18.750621,73.87719
2324,3,0,1516,21,122,266,0.0,113,215,242,447.0,36,15,200,546,23.52526791608896,87.26442434857088,20.739741724979798,86.11676944223885
3035,5,0,371,64,199,287,0.0,36,13,259,1900.0,32,7,116,24,22.961777,72.094219,12.767195,80.064668
5152,3,0,1195,73,302,136,0.0,127,377,122,177.0,34,15,60,764,16.560192249175344,80.79229309159955,11.986938,79.773631
5363,3,0,833,61,144,125,0.0,115,190,112,49.1,34,15,71,276,19.02709462686757,73.10997650403301,18.811015,73.088487
3113,3,0,1380,65,188,254,0.0,151,282,231,30.0,34,15,77,77,17.46628393767336,78.21574685358303,17.441148,78.391069
86,5,0,347,64,142,361,1.0,35,53,329,900.0,32,7,116,666,22.961777,72.094219,28.373519,76.835337
4711,3,0,671,61,376,160,0.0,127,166,145,25.0,19,15,173,364,16.560192249175344,80.79229309159955,18.874262,72.957868
5441,3,0,564,82,36,105,0.0,153,237,95,40.0,34,15,28,400,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
1681,3,0,362,125,342,330,0.0,97,50,302,1178.0,32,6,137,511,18.750621,73.87719,27.236458,75.91729
4698,3,0,540,82,118,151,0.0,127,280,136,25.0,34,15,27,921,16.560192249175344,80.79229309159955,13.01693928244564,77.76302640284463
2992,18,0,997,75,147,276,0.0,13,55,249,2455.0,32,7,141,83,12.767195,80.064668,28.635325,76.693244
5818,25,0,15,65,182,34,0.0,127,233,32,70.0,34,15,44,243,16.560192249175344,80.79229309159955,17.235460173235783,78.4271247252794
1336,3,0,917,125,115,345,0.0,97,27,317,1204.0,32,6,190,77,18.750621,73.87719,13.202214,80.131693
5817,25,0,54,65,182,32,0.0,151,282,31,70.0,34,15,42,611,17.46628393767336,78.21574685358303,17.580422,78.207737
5083,3,0,224,23,213,132,0.0,127,137,119,25.0,36,15,97,287,16.560192249175344,80.79229309159955,23.098155,72.59861
1056,3,0,158,62,339,349,0.0,32,17,318,1900.0,32,7,153,162,23.5159,72.077925,12.786517,79.975221
2802,10,0,571,46,246,309,1.0,44,97,279,215.0,5,25,152,77,12.671093,77.779537,12.683589,77.859239
2390,3,0,275,56,339,320,0.0,29,13,289,2425.0,29,7,159,22,28.373519,76.835337,12.786517,79.975221
3365,3,0,589,111,266,233,0.0,112,280,210,17.0,34,15,27,12,13.007503209603689,77.66509885593489,13.01693928244564,77.76302640284463
4914,3,0,1195,73,360,150,0.0,127,219,135,90.0,34,15,60,806,16.560192249175344,80.79229309159955,12.829465,80.209822
3884,3,0,42,47,11,204,0.0,127,232,186,47.0,34,15,54,77,16.560192249175344,80.79229309159955,16.449872,80.532732
3340,3,0,1423,113,151,237,0.0,111,216,214,66.0,34,15,95,756,28.658633,77.438643,28.430237,77.859596
1045,3,0,856,56,339,350,1.0,29,13,321,2425.0,29,7,102,77,28.373519,76.835337,12.786517,79.975221
5269,10,0,596,111,266,139,0.0,112,280,126,17.5,34,15,27,543,13.007503209603689,77.66509885593489,13.01693928244564,77.76302640284463
3381,3,0,1380,65,182,227,0.0,151,364,205,70.0,34,15,77,851,17.46628393767336,78.21574685358303,17.580422,78.207737
5231,3,0,1366,65,182,146,0.0,151,364,132,70.0,34,15,77,578,17.46628393767336,78.21574685358303,17.580422,78.207737
1784,3,0,1338,87,246,339,1.0,27,99,308,400.0,8,0,118,77,11.154594,76.922532,12.683589,77.859239
4722,3,0,1042,24,122,143,0.0,142,215,127,339.0,36,15,41,364,22.178002,84.752448,20.739741724979798,86.11676944223885
5466,3,0,1234,73,350,123,0.0,157,219,110,90.0,34,15,60,849,13.167655,80.271159,12.995898,80.173557
3799,3,0,1545,130,164,205,0.0,113,217,186,51.0,36,15,37,945,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
3147,3,0,903,68,128,254,0.0,106,268,229,451.0,36,15,38,77,26.19229040350968,91.75127677536251,27.479065,94.961065
4690,3,0,1234,73,302,136,0.0,127,377,122,177.0,34,15,60,833,16.560192249175344,80.79229309159955,11.986938,79.773631
5457,3,0,1366,65,182,124,0.0,151,364,111,70.0,34,15,46,564,17.46628393767336,78.21574685358303,17.580422,78.207737
5140,3,0,145,23,123,134,0.0,127,128,120,150.0,34,15,92,806,16.560192249175344,80.79229309159955,24.176119,72.449485
3062,19,0,626,46,174,285,0.0,44,0,257,1600.0,32,7,149,77,12.671093,77.779537,22.961777,72.094219
1365,3,0,723,125,97,342,0.0,97,95,311,900.0,14,6,191,77,18.750621,73.87719,16.184556,80.332451
4605,3,0,1420,113,318,171,0.0,111,298,154,160.0,34,15,95,764,28.658633,77.438643,29.660051,77.724463
1475,3,0,1165,125,342,335,0.0,97,50,307,1178.0,32,6,137,790,18.750621,73.87719,27.236458,75.91729
2117,3,0,323,75,147,292,0.0,13,55,263,2455.0,29,7,159,783,12.767195,80.064668,28.635325,76.693244
521,3,0,731,125,115,354,0.0,99,50,322,1175.0,32,6,30,669,18.750621,73.87719,13.202214,80.131693
4691,3,0,1194,73,302,136,0.0,127,377,122,177.0,34,15,60,250,16.560192249175344,80.79229309159955,11.986938,79.773631
4967,3,0,512,32,252,107,0.0,106,240,97,64.0,34,15,88,15,26.19229040350968,91.75127677536251,28.512783,77.036893
4337,3,0,1375,65,182,172,0.0,127,139,156,70.0,34,15,178,364,16.560192249175344,80.79229309159955,17.541369446793933,78.17759040314228
2743,3,0,944,104,275,309,1.0,127,135,270,601.0,36,15,38,29,16.560192249175344,80.79229309159955,26.759452,84.45927
3979,3,0,1382,65,182,200,0.0,127,139,183,70.0,34,15,178,77,16.560192249175344,80.79229309159955,17.541369446793933,78.17759040314228
2293,3,0,1318,128,174,324,1.0,12,87,293,1900.0,29,7,148,993,12.786517,79.975221,22.961777,72.094219
4834,3,0,565,82,1,156,0.0,127,279,141,26.9,34,15,28,412,16.560192249175344,80.79229309159955,12.843107191355518,77.5942828776749
5785,25,0,1054,17,94,47,0.0,120,249,43,30.0,36,15,45,733,22.231627645808018,84.86986841751269,22.223080894364767,84.66622116237794
2401,22,0,1282,108,334,323,1.0,16,397,292,1200.0,29,5,164,364,12.930429,79.931163,18.750621,73.87719
4326,3,0,1470,130,77,139,0.0,141,142,126,70.4,34,15,26,364,22.718758976165876,88.27503623135681,22.186701,88.192541
2121,3,0,323,128,174,328,0.0,12,87,296,1900.0,29,7,159,285,12.786517,79.975221,22.961777,72.094219
4971,3,0,169,124,14,109,0.0,134,246,98,210.0,36,15,33,43,23.18918,72.552278,21.724939,72.886993
1446,3,0,1270,87,246,347,1.0,27,99,316,400.0,2,0,118,223,11.154594,76.922532,12.683589,77.859239
4749,3,0,1427,113,338,159,0.0,127,205,143,131.0,34,15,95,398,16.560192249175344,80.79229309159955,28.367355,76.985908
2639,3,0,296,128,147,313,0.0,13,55,282,2455.0,29,7,159,58,12.786517,79.975221,28.635325,76.693244
3199,3,0,1076,43,236,249,0.0,127,199,225,511.0,34,15,41,456,16.560192249175344,80.79229309159955,20.69285,82.518584
1800,3,0,621,97,246,281,0.0,45,97,257,0.0,20,22,152,948,12.683589,77.859239,12.683589,77.859239
3579,3,0,565,82,36,219,0.0,127,237,199,40.0,34,15,28,946,16.560192249175344,80.79229309159955,13.199089183304451,77.70855423495904
5048,3,0,537,82,246,143,0.0,127,200,129,44.3,34,15,27,205,16.560192249175344,80.79229309159955,12.73017358940589,77.95620203691567
5344,3,0,1079,43,122,130,0.0,138,215,117,30.0,36,15,26,115,20.606146,85.981534,20.739741724979798,86.11676944223885
5258,3,0,1374,65,230,136,0.0,151,233,123,48.0,34,15,77,432,17.46628393767336,78.21574685358303,17.235460173235783,78.4271247252794
4564,3,0,1462,113,318,171,0.0,111,298,154,160.0,34,15,95,578,28.658633,77.438643,29.660051,77.724463
1091,3,0,738,125,265,348,0.0,97,42,317,1400.0,32,6,195,364,18.750621,73.87719,28.30904,76.969455
3065,22,0,1283,108,334,285,0.0,16,397,257,1200.0,29,5,164,77,12.930429,79.931163,18.750621,73.87719
5668,12,0,634,139,64,68,0.0,80,370,63,1020.0,17,15,61,533,17.685887,83.148819,12.896896847817695,77.71222305687486
2955,17,0,435,56,280,290,0.0,29,16,261,2400.0,29,5,192,77,28.373519,76.835337,12.930429,79.931163
428,11,0,1228,106,334,356,0.0,21,380,324,1199.0,29,2,125,77,12.425747,79.880083,18.750621,73.87719
2680,5,0,341,64,142,314,1.0,35,53,283,900.0,29,7,116,77,22.961777,72.094219,28.373519,76.835337
3909,3,0,42,47,215,193,0.0,155,255,176,117.0,34,15,54,859,16.5094,80.82117,16.823398,80.074446
4416,3,0,561,82,167,174,0.0,127,200,158,44.0,34,15,28,56,16.560192249175344,80.79229309159955,12.73017358940589,77.95620203691567
1747,3,0,500,4,312,331,0.0,41,62,302,2441.0,9,18,218,77,12.722686,77.676518,30.7046,76.7179
1000,3,0,1300,54,334,349,0.0,18,380,321,1199.0,29,2,125,263,13.087428,80.184717,18.750621,73.87719
2077,3,0,1319,87,211,332,1.0,27,98,301,400.0,8,0,118,274,11.154594,76.922532,12.746894,77.806168
5584,12,0,828,61,376,93,0.0,127,166,84,25.0,34,15,76,764,16.560192249175344,80.79229309159955,18.874262,72.957868
3140,3,0,556,82,36,131,0.0,153,237,118,40.0,34,15,27,77,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
1272,5,0,372,53,89,347,0.0,11,67,318,2135.0,29,28,116,755,13.010768,79.993135,28.192852,77.249137
5863,10,0,549,111,36,27,1.0,112,237,26,31.0,34,15,27,369,13.007503209603689,77.66509885593489,13.199089183304451,77.70855423495904
1597,3,0,465,128,147,334,0.0,13,55,303,2455.0,32,7,144,77,12.786517,79.975221,28.635325,76.693244
2668,5,0,388,64,339,313,0.0,36,13,282,1900.0,29,7,116,566,22.961777,72.094219,12.786517,79.975221
3971,3,0,209,124,14,161,0.0,134,246,145,210.0,36,15,92,819,23.18918,72.552278,21.724939,72.886993
5904,10,0,594,82,70,8,1.0,127,159,8,31.0,34,15,27,515,16.560192249175344,80.79229309159955,12.777874729699617,77.64227553734709
3920,3,0,561,82,246,200,0.0,127,200,183,44.4,34,15,28,278,16.560192249175344,80.79229309159955,12.73017358940589,77.95620203691567
890,3,0,291,56,339,347,0.0,29,13,316,2425.0,32,7,131,140,28.373519,76.835337,12.786517,79.975221
1385,3,0,1124,64,339,291,0.0,36,13,262,1900.0,32,7,135,843,22.961777,72.094219,12.786517,79.975221
4918,3,0,1255,73,360,150,0.0,127,219,135,90.0,34,15,60,806,16.560192249175344,80.79229309159955,12.829465,80.209822
5674,12,0,66,65,368,69,0.0,127,281,64,26.0,34,15,56,505,16.560192249175344,80.79229309159955,17.556417,78.099421
2971,3,0,121,15,187,290,1.0,123,301,261,614.0,23,15,75,77,21.581377,81.945298,22.85525,86.220932
856,3,0,597,125,246,350,0.0,102,97,321,980.0,11,25,198,395,18.750621,73.87719,12.683589,77.859239
3335,6,0,1188,82,8,239,0.0,127,257,215,49.0,34,15,28,21,16.560192249175344,80.79229309159955,13.06890184023571,77.59065573880662
1537,22,0,1352,108,334,344,1.0,16,397,313,1200.0,29,5,105,77,12.930429,79.931163,18.750621,73.87719
3356,3,0,767,111,36,234,0.0,112,237,211,31.0,34,15,26,171,13.007503209603689,77.66509885593489,13.199089183304451,77.70855423495904
